,ozellik-1,ozellik-2,ozellik-3,ozellik-4,ozellik-5,cikis
0,-8.12968190679627,-6.193359549052686,5.296302859373585,8.955261907399198,-3.266606435209017,1
1,9.70581547662138,-5.275624985521887,6.012196162926479,-5.893469010527763,-6.676234389817678,0
2,-7.944386676195875,-6.1307355209580106,4.100219998608857,9.62691446949189,-4.119301526668344,1
3,9.604341324804054,-5.886795496726163,7.894497590219768,-6.535568200430749,-6.916880939063676,0
4,10.15723646397789,-5.5500740515072495,7.488371697352869,-5.385435491341793,-6.902761868395263,0
5,9.881066004589913,-6.828014648168073,6.77933161913878,-5.3077771924443695,-7.56020592642365,0
6,9.691730829197661,-5.8954494008360685,6.496519111386209,-6.621188219684394,-7.738370735986567,0
7,-8.854732589321136,-6.9525400622641715,7.801087676583552,8.32114293533895,-2.8736949195421566,1
8,11.090544453743226,-5.81572656155075,6.44412826760135,-7.569538719703161,-8.172522379673698,0
9,-7.959873620943949,-5.091567234348014,8.709200796780904,7.978700405261301,-3.6162924306946556,1
10,12.220106132644755,-6.8587846241276695,7.214077386407947,-5.184541641279943,-7.844884277106964,0
11,9.360131016289696,-6.384307146008534,6.97042056541765,-8.372332834906057,-6.256141554396477,0
12,-8.467042890092104,-7.994938359775737,5.829525777110961,9.453271448308355,-5.062635566499619,1
13,10.723326054371057,-6.380183603671173,6.409550908182716,-5.833687634675087,-6.953650818158593,0
14,10.023205509636332,-4.289022820724672,6.40797065041199,-7.20828332982279,-7.723366263208928,0
15,7.981281196449051,-5.398138119835751,7.569833142967,-7.392863939448458,-6.95074004620603,0
16,-7.504373073741564,-7.216905299922441,5.80583604601992,10.174049432211246,-4.369968975512587,1
17,9.52204028227579,-5.015727348628678,7.273396634626217,-7.814792063032805,-8.32103906489094,0
18,-8.513329664873226,-7.634255130224005,7.027073064258198,8.950095030347857,-5.6357970657320635,1
19,-8.099641003620661,-6.491708732593796,6.739918343351791,10.260530039402035,-5.760042280839059,1
20,-6.5425233557938505,-5.981496299702722,7.191448065851267,9.415061085104247,-5.050266826285208,1
21,-8.532274336414611,-7.383528911372295,4.8837427386283885,9.20792454901158,-2.9719206791529693,1
22,9.311926678831904,-6.060714683223294,7.6331253752325665,-4.997360131871875,-8.66166608131423,0
23,-9.208863132090421,-5.013404951934621,6.656837459049001,9.867553753623156,-2.600980623511527,1
24,10.342364497582428,-5.364799057749503,7.21384913114467,-4.737009684781979,-8.042070427620526,0
25,9.170470466422486,-6.468861962226832,6.869214047537744,-6.416875334679547,-7.851689867957213,0
26,-8.866196097289752,-7.415482303001125,5.624123637140294,8.626485206141078,-3.9507851346322793,1
27,-8.78163943662916,-8.938143529084158,6.027079710505145,7.165672072544896,-5.453282211416186,1
28,-8.556885520960368,-7.19130665149409,6.147889372370204,11.210331908849525,-2.050820180634528,1
29,-8.767655878665186,-7.874682634002766,6.437933981360684,9.253272991082072,-3.3250698076761296,1
30,8.612040168970973,-5.49991390106652,7.194631801026571,-6.214543958131186,-6.162816200614703,0
31,-8.69964884536218,-7.917664794849234,6.73927694544475,10.794063720782962,-4.20507584008542,1
32,-9.096419866205032,-6.8393972207062435,5.923387692623422,8.304891757754369,-3.8716233141834815,1
33,-8.721043647322329,-6.506059759779038,5.379340046059466,10.039589885936545,-2.940013965292734,1
34,9.99435924061437,-5.64512098954663,6.974890522174612,-6.306297273669003,-8.249236289602822,0
35,-9.124506731160837,-8.570475392614426,6.654421830075821,10.214259022428367,-3.8934448027210125,1
36,8.89255891738749,-8.291606462314357,6.837362949453596,-6.932603300240283,-7.681134047078754,0
37,9.80902337910669,-6.558246112098191,6.7255849620840085,-6.331309806554096,-5.866057288174748,0
38,8.931846577471816,-6.248242958033292,6.707295066845135,-5.6916259191735765,-8.163480338970682,0
39,8.28944822859257,-6.156564039133783,7.633004629982318,-4.945325829271953,-7.074613330287061,0
40,-8.1526055806857,-8.035844105906813,5.310806202487768,9.59251484370149,-3.2333944675841533,1
41,8.208252455422047,-6.950365016009575,6.048144429535865,-7.639932792114656,-6.826621856133411,0
42,10.141243901080482,-5.139507778313661,7.887852755124385,-6.554752338381013,-7.844668200366812,0
43,-8.463675552023291,-8.021919529826388,8.898450847199436,10.936190494278591,-5.826839496863245,1
44,10.191688533845287,-6.631793842911888,7.40556700010952,-6.762434844837328,-6.27840264976512,0
45,9.955131695120581,-7.000350841159641,6.946256845492505,-4.2656447072990895,-6.949963447361815,0
46,-8.339423966317232,-7.950655691464909,6.543694239617848,8.55553303875829,-2.967645888724384,1
47,-8.13597154858191,-7.365837898897456,7.719150229690186,8.821070117459335,-5.873672369782542,1
48,-7.684370634240811,-6.973710841554321,5.384572951132051,7.8793798320669035,-4.492588058124572,1
49,-9.061919486039912,-7.965112181671522,7.9147817914267105,9.847019712147807,-4.467711037285661,1
50,8.582029918504622,-4.348986063799967,7.004955549566406,-6.734915129884424,-8.333466557519635,0
51,11.554234786761732,-6.4302594968342826,7.476319460744051,-5.591795440941951,-8.870718540997842,0
52,11.306814092191857,-5.655830745232101,6.309638247515773,-7.409216799070017,-6.3587646850125585,0
53,12.203821796165535,-4.959912680012709,6.5944370703281,-7.345522749536517,-8.627999563807363,0
54,-9.56951176238132,-5.775855691542123,7.294516955203379,10.654897209519875,-3.2255104460083404,1
55,-9.164366238658715,-6.355604657493589,6.714449882431044,8.156978289815882,-2.804237161178751,1
56,-9.665265965308219,-7.997496965390491,5.915644503998018,9.041026275358169,-4.060298331199636,1
57,8.834124660099814,-5.849976850002181,7.3962792198669876,-5.474745721271795,-6.598421799811359,0
58,-10.137983102526231,-6.411292854675074,5.525504113468643,10.128226376723852,-2.941989368021976,1
59,10.276789886714012,-6.2605042485055735,7.474213382980353,-5.420191615496715,-8.447889943759298,0
60,10.102204415393118,-3.1344155743104722,8.148791787164773,-6.732811100290656,-7.667519889461798,0
61,-8.701477679958472,-7.668942669338109,6.281778440945125,8.280468582647627,-3.6062659710538,1
62,-8.266620159259476,-8.803456304216102,6.758051854586802,8.821146446523255,-6.017828466207146,1
63,-9.51856285745597,-8.666516649781876,6.424047831761489,8.47390524433917,-3.0934675388028765,1
64,11.990420561224674,-6.86136272163722,6.843198755650513,-6.972002910350037,-7.1703784715886325,0
65,-7.799378196759624,-5.816420468902345,6.080462600067013,8.971058208271902,-2.525511012931963,1
66,11.487558584144425,-5.081936233437795,7.887628109659579,-6.417916779291882,-6.835150787345412,0
67,10.91064809493804,-4.294310349268463,8.169397305634506,-6.470174036247154,-10.040782157916642,0
68,9.90127574375922,-5.131765539864929,7.425900586023732,-6.216319804828545,-6.686236705059519,0
69,9.928644633364144,-6.887390885032213,5.386161900290949,-5.6561526980968475,-7.79809643491731,0
70,12.009442061837753,-5.219285315780832,6.756805788240909,-7.532669389857695,-6.061484908489028,0
71,-7.767439070683983,-7.04378901630358,5.608325200649249,11.287936184408258,-3.1442267264041375,1
72,9.472703738223007,-5.144174603234957,7.1693021813236,-7.432355625149121,-7.700992241921067,0
73,9.503442659441733,-6.397397930195466,5.596384129715958,-5.4734493332115655,-8.718603606369298,0
74,10.899482266807379,-5.7195492653753455,5.97912776118614,-6.637570541859316,-6.942519229543613,0
75,10.617761405248666,-5.372480620201042,7.256249788235321,-6.056025270988711,-9.067754908665568,0
76,9.463715488730749,-6.748892039538653,7.958624600024175,-7.596599717418059,-8.516747027526879,0
77,-8.900757791664596,-5.016241863921547,5.201557212140796,8.7529728587671,-3.2079465728585483,1
78,-8.472542490637917,-6.437768753668425,4.051728057411083,9.383872245459044,-4.090256591066266,1
79,-9.994476457388126,-8.54403260284455,6.546762623744425,9.007906725917046,-3.457302360962861,1
80,-8.217167594918982,-7.138131713053415,4.973942242646849,7.590106082890693,-4.3162922066936416,1
81,-11.437899790463074,-6.888254711109905,7.485968892386993,9.702722159083933,-4.29483626946563,1
82,9.376499513225143,-3.674358075810972,6.411096107434485,-8.5121091920853,-7.739965982822243,0
83,-8.68943632338594,-6.828484601826275,7.363339623018177,10.16234042744156,-3.655252003656331,1
84,11.30018268646519,-5.4720186689591985,5.970013718566897,-5.81150835428539,-6.363441891638361,0
85,-7.84149237493075,-7.340605278371703,6.626665067905193,8.677964794709421,-3.5735377414233813,1
86,-9.627516638145877,-7.398551888757795,7.512382636150168,9.641332676556733,-3.3138826203879246,1
87,10.526963207539492,-6.016037647588804,7.754684378038413,-6.28997193432572,-7.627631076162331,0
88,9.962319422249465,-4.195788736034739,7.969626186169794,-7.258362877501965,-8.86113196114519,0
89,-9.301531470070584,-7.374090820692475,5.883912267635192,9.688894595599708,-2.1829936923735462,1
90,-7.492516944499427,-6.494524158013718,6.426053361569813,10.275075206251929,-3.3523432732562,1
91,-8.385788355823617,-5.312972335210462,5.881744358553031,11.500253774193006,-3.2169627442478244,1
92,-9.187982490052672,-6.647339896208062,5.904891215753766,8.964598409691185,-4.575336748102983,1
93,-7.197875403330357,-6.685573322237535,4.748898249587486,9.327917518713502,-3.8298237332354526,1
94,-7.97005386723435,-6.833076038492828,7.220969987075579,8.264692681019076,-2.656277540982259,1
95,-7.604235482623044,-5.720883401063997,5.936755759397538,8.538610294219513,-4.230231427140121,1
96,-8.434930613301422,-6.166116445266726,7.939703518812362,8.984164289226541,-4.742140808665804,1
97,-8.065397199923378,-6.493953264311121,5.6369838353853305,9.436977037903336,-4.919688088685073,1
98,9.453962898944672,-5.464152115485847,7.845709933526479,-9.388789533786433,-7.780861865844968,0
99,10.55992783558295,-5.42927428858888,6.708798880695501,-7.324008697168422,-6.832467426446619,0
100,10.936039536419944,-7.459003280446586,6.547740567112074,-7.320863147351201,-5.770679079859747,0
101,9.830814835840895,-6.550287006638146,6.274883490148164,-6.556359792571346,-4.92158549459139,0
102,10.919451717835951,-5.840274033274015,6.359728463859028,-7.166016994793068,-6.411218815206817,0
103,9.652493544319956,-6.3834930008133055,6.117303981904829,-7.5314743929305,-8.197799286739407,0
104,-8.816225567297405,-6.378277779871539,4.209005799953825,8.061250574815821,-3.7541255260547013,1
105,-8.571926890809575,-6.724334746964781,7.147032305171797,8.07246941810237,-4.956156406965999,1
106,-8.523348531713086,-6.2268764454308565,6.796448426197395,12.01159713697433,-2.960493907427688,1
107,9.787947849510132,-5.3071988876191405,6.505217791586811,-7.627225881483835,-7.036507416045841,0
108,10.512515489817133,-6.761200345279652,6.821288892271263,-5.924983086119842,-8.7226010854688,0
109,10.609993693803567,-5.979557679692574,6.003965965911082,-5.270861319053604,-8.55566725412933,0
110,-9.304667207009631,-6.527847680148544,5.652006956012164,8.459995740093685,-4.183956979197614,1
111,-10.321229413035976,-9.29987715124436,7.286657454613587,9.06323809119052,-6.160843094911642,1
112,8.123409195228817,-5.619620749022781,6.4853437898075645,-7.311284274376039,-6.417628125065666,0
113,9.43713950955541,-7.446385463485224,4.824475431522446,-5.906482954207403,-6.018607584991042,0
114,-8.73588135916214,-6.567923557398727,6.235806754960291,9.643371168337943,-4.9710137611952705,1
115,-6.613544830452161,-7.418832034939863,8.614215843264395,9.178076751745762,-2.850326337073051,1
116,9.136109339680333,-4.079602902166767,6.25122099513582,-3.890419320347932,-7.775706909003976,0
117,-8.740100725880152,-6.323902676753359,8.209766551795271,8.646801650842225,-3.855902126229618,1
118,-7.181472848588735,-7.634888216095936,6.670398088002588,10.134165399835863,-3.3486084289731948,1
119,7.480724669553824,-7.973032739376171,5.997829058010716,-6.18512241834764,-6.965046672172848,0
120,10.662038546414456,-6.3008211175971365,5.6807316842540265,-7.29903882150188,-6.974379414944968,0
121,-7.976214780006213,-5.9585828761242405,6.895382363704728,7.0638633233474115,-4.32705580451201,1
122,-9.561096779433276,-4.908041745169875,7.1787527527480055,9.88627665358059,-4.856857228705839,1
123,9.719167797471869,-6.16386067136473,6.4082850700934975,-6.020553953426487,-8.105607370800897,0
124,11.386863713016313,-6.5397133782150885,6.391346597987178,-7.599466808761798,-7.733750480943999,0
125,-8.734851686768783,-6.269693307838256,4.326174800683759,9.361902856471422,-3.4282374101648108,1
